Engine_speed_rpm,Engine_torque_Nm,Power_in_kW
1265.75,43.127,54.58800025
1268.25,43.127,54.69581775
1271,43.127,54.814417
1269.75,43.127,54.76050825
1264.25,43.127,54.52330975
1265.75,43.62,55.212015
1264.5,43.62,55.15749
1268.5,43.62,55.33197
1266.25,43.62,55.233825
1272.5,43.62,55.50645
1269.25,43.62,55.364685
1266.25,43.62,55.233825
1262.5,46.575,58.8009375
1259,49.037,61.737583
1264,51.007,64.472848
1272.5,51.993,66.1610925
1262.25,54.948,69.358113
1244.25,56.917,70.81897725
1237.25,60.365,74.68659625
1233.25,61.842,76.2666465
1227.25,62.335,76.50062875
1205.5,62.335,75.1448425
1207.25,63.812,77.037037
1208,63.812,77.084896
1205.75,63.812,76.941319
1204.75,63.812,76.877507
1204.25,63.812,76.845601
1207.5,63.812,77.05299
1209.25,63.812,77.164661
1209,63.812,77.148708
1209,63.812,77.148708
1211,63.812,77.276332
1210,63.812,77.21252
1209.25,63.812,77.164661
1207.5,63.812,77.05299
1207.5,63.812,77.05299
1208,63.812,77.084896
1210.25,63.812,77.228473
1210.25,63.812,77.228473
1209.5,63.812,77.180614
1211.25,63.812,77.292285
1210.25,63.813,77.22968325
1213.75,64.305,78.05019375
1216.25,64.305,78.21095625
1230.75,64.305,79.14337875
1245.75,64.305,80.10795375
1250.25,63.812,79.780953
1251,63.812,79.828812
1251,63.812,79.828812
1260.25,63.812,80.419073
1260.5,63.812,80.435026
1260.25,63.812,80.419073
1264,63.812,80.658368
1269.25,63.812,80.993381
1272.75,63.812,81.216723
1266.25,63.812,80.801945
1265.75,63.813,80.77130475
1263.75,64.305,81.26544375
1263.25,72.677,91.80922025
1278.5,82.527,105.5107695
1302.25,87.945,114.5263763
1321.25,87.945,116.1973313
1330,86.96,115.6568
1326,86.467,114.655242
1325.25,86.467,114.5903918
1324,86.96,115.13504
1326.25,86.96,115.3307
1329,86.96,115.56984
1333.75,100.257,133.7177738
1351,103.705,140.105455
1406.25,104.69,147.2203125
1430.25,103.212,147.618963
1456.5,103.212,150.328278
1465.25,102.72,150.51048
1466.5,102.72,150.63888
1462.5,104.69,153.109125
1456,104.69,152.42864
1464,104.69,153.26616
1469.25,104.69,153.8157825
1468.75,104.69,153.7634375
1468.5,104.69,153.737265
1468.5,104.69,153.737265
1474.5,104.69,154.365405
1474.25,104.69,154.3392325
1477,104.69,154.62713
1472.25,96.317,141.8027033
1464.25,88.437,129.4938773
1438.25,79.08,113.73681
1382.5,75.632,104.56124
1334.25,75.14,100.255545
1292.5,73.17,94.572225
1247.75,71.693,89.45494075
1233.25,72.677,89.62891025
1234.75,72.677,89.73792575
1234,72.677,89.683418
1233.5,72.677,89.6470795
1234.75,72.677,89.73792575
1236.5,72.677,89.8651105
1238.25,72.677,89.99229525
1241,72.677,90.192157
1242.5,66.275,82.3466875
1240.5,61.842,76.715001
1240.75,54.455,67.56504125
1241.25,51.5,63.924375
1241.25,50.515,62.70174375
1238.75,50.022,61.9647525
1239.5,50.022,62.002269
1269.5,50.022,63.502929
1327,50.022,66.379194
1354,41.65,56.3941
1341.5,39.68,53.23072
1330.75,38.695,51.49337125
1351,37.217,50.280167
1372.5,36.232,49.72842
1374.75,36.232,49.809942
1369.75,36.232,49.628782
1363.5,36.232,49.402332
1363.75,35.74,48.740425
1356.25,34.262,46.4678375
1355.5,34.262,46.442141
1357.75,34.263,46.52058825
1355.75,34.755,47.11909125
1352.5,37.217,50.3359925
1351,40.172,54.272372
1363.25,42.635,58.12216375
1373.25,43.127,59.22415275
1379.25,42.635,58.80432375
1386.25,42.635,59.10276875
1386,42.635,59.09211
1385.5,42.635,59.0707925
1386.75,42.635,59.12408625
1390.5,42.635,59.2839675
1386.25,42.635,59.10276875
1377.75,42.635,58.74037125
1376.25,42.635,58.67641875
1377.5,42.635,58.7297125
1372.5,43.128,59.19318
1371.5,43.62,59.82483
1367,47.56,65.01452
1368.25,50.022,68.4426015
1369.5,57.903,79.2981585
1375.5,64.798,89.129649
1376.5,70.215,96.6509475
1366.5,72.185,98.6408025
1335.5,73.17,97.718535
1287.5,74.155,95.4745625
1238.25,76.125,94.26178125
1235.25,80.557,99.50803425
1236.5,82.035,101.4362775
1236.25,93.362,115.4187725
1237.75,100.75,124.7033125
1274,104.69,133.37506
1369,101.735,139.275215
1423,98.78,140.56394
1415,96.81,136.98615
1404.5,92.87,130.435915
1392.25,90.9,126.555525
1384.75,90.9,125.873775
1380.5,90.9,125.48745
1385,90.9,125.8965
1388.5,90.9,126.21465
1394,88.437,123.281178
1389,79.08,109.84212
1384.25,67.26,93.104655
1345.5,60.857,81.8830935
1274.5,59.872,76.306864
1244.25,58.395,72.65797875
1242,51.007,63.350694
1242.25,49.037,60.91621325
1243.5,49.037,60.9775095
1243.5,49.037,60.9775095
1244,49.038,61.003272
1249.25,56.917,71.10356225
1261,65.29,82.33069
1308,65.782,86.042856
1352.75,64.797,87.65414175
1311.25,69.23,90.7778375
1256,78.095,98.08732
1251.25,80.065,100.1813313
1261,80.065,100.961965
1265.5,81.542,103.191401
1282,82.035,105.16887
1284,82.035,105.33294
1282.25,82.528,105.821528
1286.25,86.96,111.8523
1301.75,88.437,115.1228648
1325.75,88.93,117.8989475
1350.25,89.915,121.4077288
1356.25,91.885,124.6190313
1355.5,95.332,129.222526
1372.75,96.81,132.8959275
1386.25,98.287,136.2503538
1393.5,98.287,136.9629345
1402.5,98.287,137.8475175
1408.75,98.287,138.4618113
1400.25,98.287,137.6263718
1406.5,98.287,138.2406655
1420,98.287,139.56754
1419.25,98.287,139.4938248
1417.75,98.287,139.3463943
1426.5,98.287,140.2064055
1430,97.795,139.84685
1434.25,97.795,140.2624788
1430.5,89.422,127.918171
1429.5,85.482,122.196519
1407.5,84.497,118.9295275
1372.5,84.005,115.2968625
1343,74.647,100.250921
1323.75,72.677,96.20617875
1281,70.215,89.945415
1260.5,71.692,90.367766
1258.5,65.29,82.167465
1259,61.842,77.859078
1263,57.41,72.50883
1263.75,54.947,69.43927125
1265.5,49.53,62.680215
1266.25,43.62,55.233825
1264.5,41.157,52.0430265
1264.75,40.172,50.807537
1264.5,40.172,50.797494
1267.75,40.172,50.928053
1282.75,40.172,51.530633
1314.5,39.68,52.15936
1346,39.68,53.40928
1345,39.187,52.706515
1327.25,38.695,51.35793875
1321.75,38.695,51.14511625
1322.5,38.695,51.1741375
1328,38.202,50.732256
1326.75,38.202,50.6845035
1324,38.202,50.579448
1324.25,38.202,50.5889985
1329.75,38.202,50.7991095
1328,38.202,50.732256
1321.25,38.202,50.4743925
1321.25,38.202,50.4743925
1321.75,38.202,50.4934935
1323.5,38.202,50.560347
1319.5,38.202,50.407539
1318.75,38.202,50.3788875
1322,38.202,50.503044
1319.25,38.202,50.3979885
1320.25,38.202,50.4361905
1316,38.202,50.273832
1312.75,37.71,49.5038025
1314.25,37.71,49.5603675
1317,37.71,49.66407
1314,37.71,49.55094
1310.5,37.71,49.418955
1303.5,37.71,49.154985
1304,37.71,49.17384
1305.5,37.71,49.230405
1306.75,37.71,49.2775425
1305.75,37.71,49.2398325
1303.5,37.71,49.154985
1298.25,37.71,48.9570075
1297.5,37.71,48.928725
1300.25,37.71,49.0324275
1299.25,37.71,48.9947175
1298.75,34.262,44.4977725
1292,27.86,35.99512
1283.25,26.875,34.48734375
1268,23.92,30.33056
1251.25,13.577,16.98822125
1248,3.235,4.03728
1250,-7.108,-8.885
1237.25,-10.555,-13.05917375
1223,-12.033,-14.716359
1242,-14.003,-17.391726
1249,-15.973,-19.950277
1240.75,-18.928,-23.484916
1236.75,-29.763,-36.80939025
1233.25,-55.373,-68.28875225
1232.25,-55.373,-68.23337925
1226,-55.373,-67.887298
1235.5,-55.373,-68.4133415
1231.5,-55.373,-68.1918495
1223.75,-55.373,-67.76270875
1219.25,-55.373,-67.51353025
1218.25,-55.373,-67.45815725
1216.25,-55.373,-67.34741125
1214.25,-49.463,-60.06044775
1217.25,-5.63,-6.8531175
1214.25,21.95,26.6527875
1214.5,27.367,33.2372215
1230.5,27.367,33.6750935
1202.75,28.352,34.100368
1222.75,28.352,34.667408
1268,27.86,35.32648
1281.75,27.367,35.07765225
1263,27.367,34.564521
1249,28.352,35.411648
1269.75,28.845,36.62593875
1294.75,29.83,38.6223925
1256.75,30.322,38.1071735
1229.75,30.815,37.89474625
1205.75,30.815,37.15518625
1220.5,31.8,38.8119
1285.75,31.8,40.88685
1289.5,31.8,41.0061
1267.5,31.8,40.3065
1260.5,31.8,40.0839
1267.5,31.8,40.3065
1272.5,31.8,40.4655
1274.25,31.8,40.52115
1274.25,30.322,38.6378085
1267,29.337,37.169979
1255,28.352,35.58176
1248.5,28.352,35.397472
1252.75,28.352,35.517968
1263.25,28.352,35.815664
1260.5,27.86,35.11753
1246.75,27.86,34.734455
1238.75,27.367,33.90087125
1233,26.875,33.136875
1240.75,26.875,33.34515625
1245.75,26.875,33.47953125
1247.5,26.382,32.911545
1227.25,20.472,25.124262
1217,9.637,11.728229
1192.25,-0.705,-0.84053625
1190,-10.063,-11.97497
1178.25,-11.048,-13.017306
1179.5,-12.525,-14.7732375
1181,-9.078,-10.721118
1194.75,-6.123,-7.31545425
1188.5,-2.675,-3.1792375
1183.5,15.055,17.8175925
1188.75,27.367,32.53252125
1202.5,27.367,32.9088175
1166.25,27.86,32.491725
1189,28.845,34.296705
1187.5,28.845,34.2534375
1182.75,31.308,37.029537
1179.75,32.292,38.096487
1183,32.292,38.201436
1189,32.785,38.981365
1202.75,33.277,40.02391175
1216,33.77,41.06432
1229.5,33.77,41.520215
1236.25,33.77,41.7481625
1230.75,32.292,39.743379
1227.5,28.352,34.80208
1217.25,27.86,33.912585
1222.5,27.367,33.4561575
1224,27.367,33.497208
1219,27.367,33.360373
1220.25,26.875,32.79421875
1217.5,26.875,32.7203125
1216.5,26.875,32.6934375
1218.75,26.875,32.75390625
1219.75,26.875,32.78078125
1216.75,26.875,32.70015625
1214.75,27.368,33.245278
1211,27.86,33.73846
1220.5,27.86,34.00313
1222,27.86,34.04492
1219.75,27.86,33.982235
1215.75,27.86,33.870795
1215,27.86,33.8499
1218.5,27.86,33.94741
1209.75,27.86,33.703635
1205,27.86,33.5713
1205.25,27.86,33.578265
1202,27.367,32.895134
1198.75,26.875,32.21640625
1194.75,26.875,32.10890625
1191.75,26.875,32.02828125
1190.75,26.875,32.00140625
1190.75,26.875,32.00140625
1189.75,24.412,29.044177
1191.75,13.577,16.18038975
1175,3.235,3.801125
1162.75,-7.108,-8.264827
1159.5,-10.555,-12.2385225
1144.25,-12.033,-13.76876025
1176.25,-13.51,-15.8911375
1144.5,-15.48,-17.71686
1153.5,-18.435,-21.2647725
1162.75,-26.315,-30.59776625
1156.75,1.265,1.46328875
1159,27.86,32.28974
1165.5,27.86,32.47083
1200.5,27.86,33.44593
1221.75,27.367,33.43563225
1264.75,26.875,33.99015625
1218.75,26.382,32.1530625
1178.25,25.89,30.5048925
1147,27.86,31.95542
1151,27.367,31.499417
1217,27.367,33.305639
1242.5,27.367,34.0034975
1234.25,27.367,33.77771975
1219.75,27.367,33.38089825
1218,27.367,33.333006
1222.75,27.367,33.46299925
1226.25,27.367,33.55878375
1227.5,27.367,33.5929925
1224,27.367,33.497208
1220,27.367,33.38774
1211,27.367,33.141437
1211.25,27.367,33.14827875
1207,27.367,33.031969
1204.75,27.367,32.97039325
1204,27.367,32.949868
1206.5,27.367,33.0182855
1204.5,27.367,32.9635515
1201.25,26.875,32.28359375
1194.5,26.875,32.1021875
1190,26.875,31.98125
1193.25,26.875,32.06859375
1194.25,16.04,19.15577
1190.75,5.697,6.78370275
1140,-4.645,-5.2953
1128.75,-10.555,-11.91395625
1106.5,-11.54,-12.76901
1146,-13.51,-15.48246
1163.5,-15.48,-18.01098
1188.75,-17.45,-20.7436875
1244.25,-23.853,-29.67909525
1323.5,-50.448,-66.767928
1370.5,-48.478,-66.439099
1407.5,-46.508,-65.46001
1460,-45.522,-66.46212
1502.75,-45.03,-67.6688325
1496.25,-45.03,-67.3761375
1467.25,-45.03,-66.0702675
1483.5,-45.03,-66.802005
1487.5,-45.03,-66.982125
1484,-45.03,-66.82452
1476.25,-45.03,-66.4755375
1478.5,-45.03,-66.576855
1471.75,-45.03,-66.2729025
1468.5,-45.03,-66.126555
1464.5,-45.03,-65.946435
1461,-45.03,-65.78883
1457.5,-45.03,-65.631225
1452.25,-45.03,-65.3948175
1452.5,-45.03,-65.406075
1452.75,-51.433,-74.71929075
1445.75,-64.73,-93.5833975
1438,-80.49,-115.74462
1432.75,-96.25,-137.9021875
1427.75,-110.533,-157.8134908
1417.5,-122.353,-173.4353775
1412,-133.187,-188.060044
1406.5,-141.56,-199.10414
1400.5,-143.53,-201.013765
1390.25,-145.008,-201.597372
1383.25,-146.485,-202.6253763
1375.5,-146.485,-201.4901175
1369.5,-146.978,-201.286371
1363.75,-147.47,-201.1122125
1353,-147.47,-199.52691
1345.5,-147.47,-198.420885
1334.25,-147.47,-196.7618475
1330.75,-146.978,-195.5909735
1325.75,-131.71,-174.6145325
1325.5,-85.907,-113.8697285
1324,-52.91,-70.05284
1316.75,-48.478,-63.8334065
1313.25,-46.015,-60.42919875
1306.25,-46.015,-60.10709375
1304.25,-46.015,-60.01506375
1301.5,-46.015,-59.8885225
1299,0.772,1.002828
1303,21.95,28.60085
1301.75,23.427,30.49609725
1309,23.92,31.31128
1324,20.472,27.104928
1349,13.577,18.315373
1314.75,5.697,7.49013075
1321.5,-1.69,-2.233335
1289.75,-7.108,-9.167543
1259.75,-8.093,-10.19515675
1299,-9.078,-11.792322
1269.75,-10.555,-13.40221125
1291.5,-12.525,-16.1760375
1282.25,-16.958,-21.7443955
1274.75,-39.613,-50.49667175
1274,-49.463,-63.015862
1272.5,-51.433,-65.4484925
1256.25,-52.91,-66.4681875
1260,-54.388,-68.52888
1254,-55.865,-70.05471
1260.25,-57.835,-72.88655875
1254,-59.313,-74.378502
1243.25,-60.79,-75.5771675
1238.25,-62.268,-77.103351
1237.5,-64.238,-79.494525
1234.5,-65.715,-81.1251675
1227.25,-66.7,-81.857575
1219.5,-68.67,-83.743065
1214.5,-70.148,-85.194746
1213.75,-71.625,-86.93484375
1209.25,-73.595,-88.99475375
1201,-75.073,-90.162673
1194.25,-76.55,-91.4198375
1192.5,-78.028,-93.04839
1190.5,-79.998,-95.237619
1181.75,-81.475,-96.28308125
1175,-82.953,-97.469775
1175,-84.923,-99.784525
1170.75,-86.4,-101.1528
1162.75,-87.878,-102.1801445
1157.75,-89.355,-103.4507513
1157,-89.355,-103.383735
1153,-54.388,-62.709364
1146.5,-49.955,-57.2734075
1146.5,-47,-53.8855
1145,-47,-53.815
1138.75,-47,-53.52125
1135.5,-47,-53.3685
1137.5,-47,-53.4625
1131,-47,-53.157
1123.75,-47,-52.81625
1123.25,-47,-52.79275
1122.25,-46.508,-52.193603
1115,-33.702,-37.57773
1121.75,-9.078,-10.1832465
1250,-0.213,-0.26625
1415,-2.183,-3.088945
1614.5,-3.66,-5.90907
1585.5,-3.66,-5.80293
1517.5,-4.645,-7.0487875
1557.5,-5.63,-8.768725
1540.25,-6.615,-10.18875375
1518.75,-7.6,-11.5425
1492.75,-13.018,-19.4326195
1470.75,-18.435,-27.11327625
1425.75,-23.853,-34.00841475
1364.5,-27.793,-37.9235485
1303.25,-30.255,-39.42982875
1243,-32.718,-40.668474
1162.5,-35.673,-41.4698625
1097.75,-34.688,-38.078752
1047.5,-15.48,-16.2153
1053.75,-15.973,-16.83154875
1104.5,-16.958,-18.730111
1158.25,-18.435,-21.35233875
1230,-19.913,-24.49299
1305.25,-20.898,-27.2771145
1377,-22.375,-30.810375
1437.75,-23.853,-34.29465075
1481.5,-25.33,-37.526395
1513.25,-27.3,-41.311725
1500.25,-28.778,-43.1741945
1492.25,-30.255,-45.14802375
1483.5,-31.733,-47.0759055
1481.75,-33.21,-49.2089175
1476.5,-34.688,-51.216832
1476.75,-36.658,-54.1347015
1474.25,-36.165,-53.31625125
1474,-35.18,-51.85532
1470.5,-35.18,-51.73219
1462,-35.18,-51.43316
1462.75,-35.18,-51.459545
1456,-35.18,-51.22208
1449.75,-35.18,-51.002205
1452,5.205,7.55766
1451.75,14.07,20.4261225
1448.75,9.637,13.96160375
1440.25,4.22,6.077855
1410,-1.198,-1.68918
1343,-3.168,-4.254624
1406.5,-1.198,-1.684987
1432.75,-1.69,-2.4213475
1434.25,-2.183,-3.13096775
1431.5,-2.675,-3.8292625
1430,0.772,1.10396
1432.75,0.772,1.106083
1429.25,0.772,1.103381
1420.25,-2.675,-3.79916875
1423,-3.168,-4.508064
1419.25,-4.153,-5.89414525
1423.25,-4.645,-6.61099625
1411,11.607,16.377477
1425.25,15.055,21.45713875
1419,15.548,22.062612
1415.25,22.442,31.7610405
1423.5,29.83,42.463005
1434.75,38.695,55.51765125
1461,51.5,75.2415
1506.25,62.828,94.634675
1554.75,76.617,119.1202808
1544,84.99,131.22456
1527.75,98.78,150.911145
1502.75,116.51,175.0854025
1556.25,119.958,186.6846375
1543.25,130.792,201.844754
1628,151.97,247.40716
1680,157.88,265.2384
1700,168.222,285.9774
1703.75,172.655,294.1609563
1686.75,172.162,290.3942535
1666.75,172.655,287.7727213
1647.5,174.132,286.88247
1644,176.102,289.511688
1645.25,177.58,292.163495
1656,178.072,294.887232
1658.25,178.072,295.287894
1642.25,179.057,294.0563583
1645.75,179.057,294.6830578
1666,179.058,298.310628
1665.75,179.55,299.0854125
1663.5,179.55,298.681425
1688.25,181.027,305.6188328
1703.5,181.52,309.21932
1718,181.027,311.004386
1717.75,181.027,310.9591293
1729.5,181.027,313.0861965
1747,181.027,316.254169
1742.75,179.057,312.0515868
1754.5,178.565,313.2922925
1757.5,177.087,311.2304025
1756.25,176.102,309.2791375
1786.75,174.625,312.0112188
1831.5,172.655,316.2176325
1823.5,161.82,295.07877
1806.5,159.85,288.769025
1790,158.865,284.36835
1801.75,158.372,285.346751
1813.25,157.387,285.3819778
1826.25,156.402,285.6291525
1828.75,155.417,284.2188388
1836.25,154.925,284.4810313
1857.25,154.432,286.818832
1883.25,150.985,284.3425013
1883.5,145.075,273.2487625
1862.75,137.195,255.5599863
1864.5,124.882,232.842489
1878.25,121.927,229.0093878
1888.5,116.017,219.0981045
1889.5,113.555,214.5621725
1897.25,113.555,215.4422238
1900,113.555,215.7545
1910.5,113.062,216.004951
1911.75,112.57,215.2056975
1925.25,112.57,216.7253925
1944,112.077,217.877688
1967.75,113.555,223.4478513
1988.25,114.54,227.734155
2013,115.525,232.551825
1994.75,117.988,235.356563
1977.25,122.912,243.027752
1979.25,124.882,247.1726985
1993.25,125.375,249.9037188
1961.75,127.345,249.8190538
1794.25,137.195,246.1621288
1587.25,156.895,249.0315888
1546,162.312,250.934352
1574.25,139.165,219.0805013
1518.25,139.657,212.0342403
1486.25,143.105,212.6898063
1497.5,143.105,214.2997375
1509.5,143.105,216.0169975
1497.25,143.105,214.2639613
1489.5,143.597,213.8877315
1500.75,145.075,217.7213063
1505,152.955,230.197275
1523,162.312,247.201176
1561,162.805,254.138605
1555.5,160.342,249.411981
1544.5,161.327,249.1695515
1523.75,161.327,245.8220163
1509.75,161.327,243.5634383
1469.25,161.82,237.754035
1477.25,140.642,207.7633945
1480.5,126.36,187.07598
1430.5,121.927,174.4165735
1438.75,115.525,166.2115938
1446.75,106.66,154.310355
1454.25,103.705,150.8129963
1545.25,97.795,151.1177238
1617.75,87.452,141.475473
1588,83.02,131.83576
1540.75,82.527,127.1534753
1515,82.527,125.028405
1488.75,82.528,122.86356
1474.5,91.392,134.757504
1462.75,100.75,147.3720625
1498.75,101.735,152.4753313
1570.25,101.242,158.9752505
1617.75,101.242,163.7842455
1614,101.242,163.404588
1611.25,101.242,163.1261725
1618.75,101.242,163.8854875
1617,100.75,162.91275
1612.75,100.75,162.4845625
1612.25,100.75,162.4341875
1614.75,100.75,162.6860625
1605.25,100.75,161.7289375
1611,100.75,162.30825
1613.5,100.75,162.560125
1614,100.257,161.814798
1613,100.257,161.714541
1603,100.257,160.711971
1599.25,100.257,160.3360073
1608.5,100.257,161.2633845
1607.25,100.257,161.1380633
1609.5,100.257,161.3636415
1608.25,100.257,161.2383203
1606.25,100.257,161.0378063
1601.5,100.257,160.5615855
1595.5,99.272,158.388476
1594.5,96.81,154.363545
1596.5,95.332,152.197538
1593.75,94.84,151.15125
1577.75,94.347,148.8559793
1569,84.497,132.575793
1553,76.617,118.986201
1531.5,75.632,115.830408
1521.5,75.632,115.074088
1521.75,75.14,114.344295
1520.25,75.14,114.231585
1526.75,75.14,114.719995
1524.5,75.14,114.55093
1528.25,74.647,114.0792778
1530.25,73.662,112.7212755
1529,72.677,111.123133
1532,72.185,110.58742
1531.25,72.185,110.5332813
1537.25,72.185,110.9663913
1532.5,72.185,110.6235125
1536.5,72.185,110.9122525
1534.25,72.185,110.7498363
1538.25,72.185,111.0385763
1537.75,72.185,111.0024838
1538.25,72.185,111.0385763
1539.75,72.185,111.1468538
1538.5,72.185,111.0566225
1543.25,72.185,111.3995013
1539.75,72.677,111.9044108
1544.75,72.677,112.2677958
1545.75,72.677,112.3404728
1546.25,62.827,97.14624875
1546.25,60.365,93.33938125
1546,59.872,92.562112
1550.25,59.872,92.816568
1549,59.872,92.741728
1547.5,59.872,92.65192
1551.75,59.872,92.906376
1549.25,59.872,92.756696
1555,59.872,93.10096
1554.5,59.872,93.071024
1554.25,59.872,93.056056
1555.75,59.872,93.145864
1553.75,59.872,93.02612
1557,60.365,93.988305
1556,62.335,96.99326
1560.25,63.32,98.79503
1560.25,63.32,98.79503
1559,63.32,98.71588
1562.5,63.32,98.9375
1561.25,61.35,95.7826875
1564.5,58.395,91.3589775
1564.25,52.977,82.86927225
1566,51.007,79.876962
1565.75,51.007,79.86421025
1564.25,50.515,79.01808875
1568.5,51.007,80.0044795
1564.25,50.515,79.01808875
1568.5,50.515,79.2327775
1567.75,50.515,79.19489125
1565.25,50.515,79.06860375
1568.25,50.515,79.22014875
1566,50.515,79.10649
1569.25,50.515,79.27066375
1570,50.515,79.30855
1571.25,50.515,79.37169375
1571,51.992,81.679432
1569.5,51.993,81.6030135
1570.25,52.977,83.18713425
1573.25,53.963,84.89728975
1569,59.38,93.16722
1572.75,63.32,99.58653
1572.75,64.798,101.9110545
1570.5,66.767,104.8575735
1576.25,66.768,105.24306
1575.75,67.26,105.984945
1573.25,67.752,106.590834
1577.75,70.215,110.7817163
1576.25,73.17,115.3342125
1580.5,74.155,117.2019775
1582.25,74.155,117.3317488
1582,74.647,118.091554
1583.5,74.648,118.205108
1582.5,75.14,118.90905
1582.25,75.14,118.890265
1585.5,75.14,119.13447
1586.5,75.14,119.20961
1588.5,66.275,105.2778375
1590.25,62.335,99.12823375
1587.25,61.35,97.3777875
1589.5,61.35,97.515825
1593.25,59.38,94.607185
1589.5,56.917,90.4695715
1594.25,56.425,89.95555625
1594.25,56.425,89.95555625
1591.5,56.425,89.8003875
1596,56.425,90.0543
1596.5,56.425,90.0825125
1595,56.425,89.997875
1596.25,56.425,90.06840625
1596.75,56.425,90.09661875
1595.5,56.425,90.0260875
1598.25,56.425,90.18125625
1600,56.425,90.28
1598.75,57.903,92.57242125
1601,59.38,95.06738
1601.75,61.35,98.2673625
1596.5,65.29,104.235485
1604,71.692,114.993968
1607.5,72.185,116.0373875
1603.75,73.662,118.1354325
1605,75.632,121.38936
1607.5,76.125,122.3709375
1606.25,76.617,123.0660563
1610.75,77.11,124.2049325
1612.5,77.11,124.339875
1611.25,77.11,124.2434875
1611.75,78.095,125.8696163
1614.5,78.587,126.8787115
1615,79.08,127.7142
1613.75,79.08,127.61535
1620.25,78.587,127.3305868
1619.75,79.08,128.08983
1619,79.08,128.03052
1621.25,79.08,128.20845
1628,80.065,130.34582
1639.25,79.572,130.438401
1584.25,82.035,129.9639488
1437,89.915,129.207855
1272.25,103.213,131.3127393
1218.75,115.032,140.19525
1209.5,118.972,143.896634
1236.25,124.39,153.7771375
1386,117.495,162.84807
1412,114.54,161.73048
1418,116.51,165.21118
1458.75,118.48,172.8327
1470.25,117.003,172.0236608
1473.25,118.48,174.55066
1478.25,120.942,178.7825115
1491,120.942,180.324522
1512.25,121.927,184.3841058
1512.5,124.39,188.139875
1525,124.882,190.44505
1515,128.33,194.41995
1513.5,130.792,197.953692
1516.75,133.255,202.1145213
1503,134.733,202.503699
1478,142.12,210.05336
1489,147.538,219.684082
1499,149.015,223.373485
1451.75,150,217.7625
1409.5,150.985,212.8133575
1402,151.477,212.370754
1409,151.97,214.12573
1397.5,152.462,213.065645
1373.5,153.447,210.7594545
1391.75,155.418,216.3030015
1405.25,155.91,219.0925275
1385.5,155.91,216.013305
1343,157.88,212.03284
1330,162.312,215.87496
1353.75,167.238,226.3984425
1355.5,169.207,229.3600885
1340.5,170.192,228.142376
1356.75,170.192,230.907996
1358.75,170.192,231.24838
1369.5,170.685,233.7531075
1399.75,170.685,238.9163288
1392.25,170.685,237.6361913
1358.75,170.685,231.9182438
1363,170.685,232.643655
1355.75,170.685,231.4061888
1347.5,171.177,230.6610075
1345.75,163.297,219.7569378
1363,163.297,222.573811
1369.5,160.835,220.2635325
1370.25,155.417,212.9601443
1320.75,155.417,205.2670028
1306,153.94,201.04564
1330.5,153.447,204.1612335
1359.75,153.447,208.6495583
1356.75,153.447,208.1892173
1373.25,153.447,210.7210928
1407.5,153.447,215.9766525
1411,153.447,216.513717
1414.25,153.447,217.0124198
1417,153.447,217.434399
1415.25,153.447,217.1658668
1409.75,153.94,217.016915
1416.75,153.94,218.094495
1430,153.94,220.1342
1427,153.94,219.67238
1434.5,153.447,220.1197215
1428.25,153.447,219.1606778
1422.5,153.447,218.2783575
1421.75,153.447,218.1632723
1421,153.447,218.048187
1437,153.447,220.503339
1432,153.94,220.44208
1438.5,153.447,220.7335095
1429.25,153.447,219.3141248
1416.25,153.447,217.3193138
1424.5,153.447,218.5852515
1446.5,153.447,221.9610855
1438.75,153.447,220.7718713
1427,152.955,218.266785
1427.25,152.955,218.3050238
1430.25,152.955,218.7638888
1431,152.955,218.878605
1435.25,152.462,218.8210855
1439.5,152.462,219.469049
1423.75,152.463,217.0691963
1427.75,152.955,218.3815013
1435.75,152.955,219.6051413
1440.75,152.955,220.3699163
1442,152.462,219.850204
1443,152.462,220.002666
1445.5,152.462,220.383821
1437,152.462,219.087894
1443,152.462,220.002666
1447,152.462,220.612514
1451,152.462,221.222362
1449,152.462,220.917438
1452,152.462,221.374824
1447,152.462,220.612514
1441.25,152.462,219.7358575
1456,152.462,221.984672
1462.25,152.462,222.9375595
1456.5,152.462,222.060903
1466.25,152.462,223.5474075
1456,152.462,221.984672
1453,152.462,221.527286
1444.5,152.462,220.231359
1468,152.462,223.814216
1478.25,152.462,225.3769515
1472.25,152.462,224.4621795
1465.25,152.955,224.1173138
1469.5,153.447,225.4903665
1468.75,154.925,227.5460938
1459.75,156.402,228.3078195
1482.75,158.865,235.5570788
1490.25,160.343,238.9511558
1489.25,160.835,239.5235238
1496.25,160.835,240.6493688
1475,161.327,237.957325
1460,161.82,236.2572
1478.5,162.312,239.978292
1479.75,162.312,240.181182
1479.5,162.312,240.140604
1478.25,162.312,239.937714
1489,162.805,242.416645
1476.75,162.805,240.4222838
1488,162.805,242.25384
1493.75,162.805,243.1899688
1495.25,162.805,243.4341763
1512.25,162.805,246.2018613
1474.25,162.805,240.0152713
1469.5,155.417,228.3852815
1488,154.925,230.5284
1497.25,154.925,231.9614563
1507.75,154.925,233.5881688
1505,154.925,233.162125
1501.75,154.925,232.6586188
1514.75,154.925,234.6726438
1503,154.925,232.852275
1495.25,153.447,229.4416268
1496.75,151.477,226.7231998
1510,151.477,228.73027
1502,150.985,226.77947
